0.434347	1.26704	0.455509	0.477183	-1.36188	-0.458867	-0.192143	-1.59095	-0.296938	0.926563	-0.103229	-0.855903	-2.39617	-1.12365	0.947639	0.472322	0.717084	0.672898	0.892119	1.60986	-0.881973	0.861819	1.75198	0.791385	0.571723	-0.036292	-0.153806	1.09328	-0.925171	0.620522	-2.19736	0.452581	-1.01534	0.164856	0.642862	-0.61924	-0.422432	1.72419	-0.289169	-1.38191	-1.29109	0.837871	1.00093	-0.170829	-1.0372	0.319892	0.898649	1.8381	2.36709	-0.902645
0.94651	0.546428	-0.243266	-0.615563	-0.326166	0.058325	0.145284	-0.399209	0.082813	-0.220197	-0.164661	0.460064	-0.252532	0.029619	-0.05109	0.07836	0.464629	-0.348357	-0.056743	-0.258442	0.088803	0.115756	0.665124	0.464441	0.765745	0.144695	-0.185145	-0.189879	0.634197	-0.386029	-0.818244	0.343828	0.176639	-0.308636	-0.090061	-0.734815	-0.597378	0.132617	-0.495855	-0.17339	-0.151088	-0.317535	-0.136363	-0.497657	-0.000344	-0.310963	0.345742	-0.196658	0.290029	0.085696
0.386271	-0.304083	0.551411	0.45086	-0.096303	0.577273	0.334534	-0.435678	-0.531611	1.35693	-0.752065	-0.349044	-1.40864	0.706738	0.128775	0.676753	0.786373	0.94899	-0.464375	0.128114	-0.02415	-0.447977	0.426347	-0.380732	0.574766	-0.0337	-0.442079	2.35561	-0.030914	-0.557534	-0.809871	0.24355	-0.157179	0.419911	-0.276282	0.420635	-0.535238	-0.701525	-1.09508	-0.039298	-1.09416	0.446359	0.674432	-1.01233	0.823311	0.000833	-0.297155	0.244154	-0.318723	0.05942
1.24879	0.1568	-1.42268	0.333717	-0.417401	0.210288	0.515824	-0.506695	-0.599427	-0.522967	-0.084781	-0.336177	-0.332866	-1.24011	-0.085359	0.294684	0.460613	-0.03387	0.917626	-0.846687	-1.41366	0.374258	0.142981	0.146698	1.87199	0.571982	-0.016157	-0.739491	-0.313886	-1.39025	-1.16796	0.108624	0.83698	0.460102	0.308126	0.527246	-0.887414	-1.04453	-0.497709	-0.64013	-1.14054	-0.302799	-0.923531	0.18954	0.270838	-0.007348	0.906113	-0.081804	-0.09937	0.46248
0.545689	0.214093	0.275303	-0.146976	-0.426028	-0.20315	0.001498	-0.264276	0.272001	0.525765	-0.015729	-0.740665	-1.1183	-0.22321	0.313541	0.406243	0.511462	0.254681	-0.178953	-0.400834	-0.197213	-0.149327	0.512045	0.296292	0.396157	0.024375	0.079154	0.322179	-0.502632	-0.762449	-0.48582	-0.154203	0.052329	0.197094	-0.043386	0.573886	0.311266	-0.108179	-0.4931	-0.479968	-0.112349	0.107244	0.073723	-0.030959	0.037982	-0.350597	-0.0756	0.360889	0.353961	0.059652
1.37539	0.196529	-0.45683	-0.416803	-0.381431	0.400476	0.313369	-0.335425	0.351432	0.001397	0.06469	-0.078205	0.180574	0.138044	-0.308587	0.839579	0.300585	-0.54368	-0.230768	-0.460268	-0.09557	-0.082052	0.333006	0.515137	0.90747	0.179784	0.054592	0.05363	0.145442	-0.285518	-0.448242	0.740609	-0.197859	-0.119851	0.122206	-0.232513	-0.314579	-0.022823	-0.780609	-0.327685	-0.492625	0.043105	0.317003	-0.961816	0.349675	-0.573321	-0.16273	-0.941483	-0.261093	0.47191
0.369669	0.634423	-0.952012	-0.319707	-1.0197	0.273481	-0.228036	-0.398043	0.141133	0.125219	0.011658	0.042933	-0.629282	0.085726	-0.265465	0.482506	-0.303713	-0.921207	0.000505	-0.313808	0.065058	-0.261624	0.698304	0.002972	0.693093	0.113977	0.114852	0.091228	-0.604426	-0.350538	-0.351153	0.022192	0.043908	-0.337551	-0.069719	-0.268761	0.128914	-0.527693	-0.389911	-0.442881	-0.2793	0.040366	-0.534658	-0.302886	-0.351396	-0.928342	-0.06393	-0.245024	-0.041182	0.48384
0.642387	1.21459	-0.787471	-0.324314	-1.01525	-0.112515	0.3415	0.206799	0.714696	-0.647611	-0.254553	-0.26694	0.475776	1.23332	-1.49693	0.77503	0.184646	-0.183377	-0.070095	-1.1721	-0.28147	0.367752	0.084747	1.47513	1.16393	0.358753	0.406031	0.028213	-0.880863	0.147011	-0.351757	-0.017364	0.410356	-0.242599	-0.306928	0.563084	0.169476	0.38966	0.361548	-0.273243	0.241106	-0.138745	-0.625041	0.245611	-0.353634	-0.507278	0.218394	-0.039239	-0.428742	0.186114
0.385406	-0.323003	0.934706	-0.434153	0.095893	-0.203004	1.45753	-0.699357	0.750431	-0.495544	-0.006413	-1.60519	-0.681344	1.37347	-0.125838	0.031387	0.641529	1.07622	0.339757	-0.163494	-1.18158	1.80639	0.89984	1.24985	0.830715	-0.271163	0.345189	-0.73257	-1.61383	-0.721586	-1.22549	1.0259	0.275442	0.106933	-0.056207	0.776332	0.025444	0.900995	0.077805	-0.887586	-0.504232	0.698879	0.351696	1.19589	-0.102733	0.899192	-0.585437	-0.214893	0.696804	0.304244
1.09288	-0.234731	0.385902	0.048689	0.45865	0.202543	-0.289329	-0.658491	-0.560742	1.42844	-0.174272	-0.192456	-0.133557	0.605754	0.625732	0.51888	1.16239	0.000986	-0.85816	-1.30726	-1.27244	0.979661	-1.20218	1.23836	-0.195293	1.80444	-0.088303	0.137486	0.475523	-1.05809	-0.558791	-0.140726	-0.414631	-0.072919	0.603224	0.084722	-0.256123	-1.35485	-2.30253	-0.644054	-0.822839	-0.38874	0.112175	-1.03406	0.567919	-0.30797	0.407532	-1.09181	0.791361	0.177859
0.436832	0.58941	-0.205144	-0.236166	0.00681	-0.318415	0.300179	-0.685401	0.453794	0.22772	0.083221	0.446843	-0.191347	0.534306	-0.393688	0.574523	0.072095	-0.534971	-0.385788	-0.538679	0.014308	0.456317	0.65953	-0.146257	0.987676	-0.20874	0.32057	-0.295528	-0.280814	-0.323154	-0.620544	0.107951	0.07483	-0.008239	0.907872	-0.176889	-0.143782	-0.006764	0.386633	-0.420529	-0.2942	-0.032085	0.077571	-0.52429	0.144851	-1.00542	0.126003	-0.410787	0.213622	0.515651
-0.058468	-0.172347	0.087607	0.278261	-0.028288	0.553407	0.953959	-0.515149	-0.10218	0.313808	0.015745	-0.477609	-0.41136	0.094577	0.252984	-0.686001	-0.336427	-0.159001	0.060576	-0.390447	-0.784917	0.258617	1.04376	0.473568	0.351221	-0.213838	-0.313204	0.467097	-0.838144	0.316777	-1.89126	-0.014863	-0.044241	-0.844224	0.363729	-0.069131	-0.422634	0.376277	0.075397	-0.208209	-0.864111	1.27122	0.529297	-0.395614	-0.586666	-1.2418	0.444857	0.312924	0.139971	0.337787
1.02796	0.412212	-0.554143	-0.010031	-0.586079	0.630619	-0.323131	-0.27224	0.036006	0.543596	-0.123743	0.128127	-0.53032	0.403636	-1.10522	1.07392	0.415749	-0.347534	-0.602655	-0.543251	-0.031988	-0.215217	0.530295	-0.016195	0.786945	0.566498	0.695955	0.358475	-0.047492	-0.216049	-0.802887	0.379959	0.139969	-0.187109	0.185699	-0.131324	-0.217435	-0.459004	-0.454123	-0.064657	-0.658849	-0.024241	0.224067	-0.847323	0.251214	-0.529973	0.209391	-0.169328	-0.196684	0.050926
0.112314	-0.648368	-0.478348	-0.419038	-0.113936	0.062147	1.09138	-0.790405	-0.12427	0.375978	0.140719	-0.124233	-0.228931	0.060029	0.599636	0.049482	-0.187261	-0.879233	-0.545456	-0.151838	-0.446709	-0.230576	0.133877	0.078353	0.249163	0.144646	0.076772	-0.450685	-0.327303	-0.190328	-1.06111	0.48993	-0.794502	0.671858	0.245097	-0.617382	-0.548173	0.276735	-0.142367	-0.498069	-0.071439	-0.158396	0.724579	-1.33924	0.463028	-0.239133	0.073955	0.657398	0.660503	0.714605
0.589128	0.135566	-0.121054	-0.158741	-0.17934	0.423453	0.415499	-0.800137	0.252116	0.851987	-0.142007	-0.369462	-0.104622	0.384061	0.207063	-0.134856	0.354131	0.025383	-0.002613	0.035778	-0.484098	0.204126	0.141475	0.2408	0.432029	0.085262	-0.231098	0.260845	0.009066	-0.550183	-0.474984	0.421507	-0.07053	-0.129025	0.345603	-0.125735	-0.031952	-0.015255	-0.525896	-0.937957	-0.440333	-0.102866	0.456816	-0.719065	-0.122112	-0.050393	-0.194585	0.077778	-0.087721	0.104528
0.510493	0.412506	0.449967	-0.393375	-0.603078	-0.017269	-0.008535	-0.857275	0.745203	0.630311	-0.707435	-0.168782	-0.086712	0.179324	-0.551987	0.696748	0.276689	-0.105523	-0.628745	-0.050149	-0.35893	-0.656277	0.800162	0.360389	-0.087146	0.547662	-0.047704	0.11132	0.501738	-0.405509	-0.376805	0.007959	-0.036929	-0.757257	-0.118411	0.268155	-0.15582	-0.032909	-0.679967	-0.176819	-0.362562	0.573333	-1.54409	0.130506	0.126308	-1.06942	0.020102	-0.594314	-0.697184	0.434644
-0.409257	0.81805	-0.111249	0.474472	-1.05017	0.040634	0.331615	-0.974348	-0.739447	1.09791	-0.984209	-0.743672	0.66882	1.24951	-2.60334	0.301651	0.26499	0.354187	-1.6166	0.121749	0.089104	-0.806425	1.04747	0.625845	0.734995	-0.400706	0.190424	0.943392	0.286798	-2.38052	-0.595341	0.633301	0.44614	0.04824	1.40571	-0.121182	0.876235	0.810547	0.617523	0.463026	0.372837	0.253264	-0.894815	-0.847875	0.164616	-0.603703	1.11999	-0.49568	-0.371679	0.660632
0.510689	1.0126	-0.795674	-0.159517	-0.558801	-0.253115	-0.014017	-0.89432	-0.827791	-0.155975	0.208219	-0.154501	-0.442946	0.722465	0.251058	-0.030311	-0.020195	0.368285	0.58962	-1.07044	-1.02903	0.498619	-0.334543	0.68748	0.970942	0.527472	0.426739	0.635837	-0.262483	0.351056	-0.462602	0.13716	0.102336	0.199606	0.119487	-0.268744	-0.412653	-0.179996	-1.42162	-0.374623	-0.520211	0.177076	-0.118146	-0.393757	0.481049	-0.905596	0.667164	-0.356421	-0.302806	0.831745
0.707761	0.467397	0.02748	-0.290194	0.566351	0.293842	0.669828	-0.155531	0.812073	0.018427	0.285034	-0.839794	-0.29731	0.329399	0.376879	0.214837	-0.303462	0.242784	-0.23569	0.043306	-0.843881	0.080355	0.760765	1.87221	0.774008	0.408496	-0.514422	-0.060572	-0.282607	-0.670417	-0.429019	0.742242	-0.097835	0.412008	0.406837	0.565035	0.459938	0.375425	-0.34871	0.016225	-0.637971	-0.462415	0.644453	0.051945	-0.403263	0.206917	0.141519	0.544509	0.23387	-0.19837
0.173893	0.490809	-0.052554	0.161487	-0.522113	0.162081	0.199403	-0.546257	0.225045	-0.226245	-0.071425	-0.085093	0.04788	-0.283971	0.203549	0.364331	-0.046739	-0.083876	0.434707	-0.955468	-0.497081	0.436056	1.08166	0.876227	0.978022	-0.425289	-0.717638	-0.119956	-0.08316	-0.58097	-0.770409	0.53629	-0.112003	-0.221262	-0.518266	-0.312984	-0.797036	-0.278535	-0.609189	0.062276	-0.596508	-0.149577	-0.618848	-1.02652	0.361888	-0.03747	0.347788	-0.24323	0.419839	-0.118875
0.597808	-0.04764	-0.616314	-0.312019	-0.182631	-0.005986	0.524112	-0.510703	0.286102	-0.104082	0.038833	0.200945	-0.403703	0.444454	-0.424992	-0.314273	-0.201227	-0.271844	-0.054395	-0.591122	-0.569575	0.383124	0.650318	0.621445	0.62451	0.053034	-0.091622	-0.061006	0.091927	-0.65372	-0.302059	0.289096	-0.029618	-0.225697	-0.238284	-0.213431	0.152267	0.151108	0.06485	-0.134898	-0.165774	0.307825	-0.029453	0.107529	0.198505	0.124614	0.392629	-0.469809	0.095588	0.610559
